;appointment timestamp;center age group;center id;test type;grab timestamp
2589921;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 23:10
2589922;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 23:10
2589923;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 23:10
2589924;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 23:10
2589925;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 23:10
2589926;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 23:10
2589927;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 23:10
2589928;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 23:10
2589929;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 23:10
2589930;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 23:10
2589931;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 23:10
2589932;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 23:10
2589933;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 23:10
2589934;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 23:10
2589935;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 23:10
2589936;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 23:10
2589937;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 23:10
2589938;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 23:10
2589939;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 23:10
2589940;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 23:10
2589941;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 23:10
2589942;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 23:10
2589943;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 23:10
2589944;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 23:10
2589945;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 23:10
2589946;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 23:10
2589947;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 23:10
2589948;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 23:10
2589949;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 23:10
2589950;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 23:10
2589951;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 23:10
2589952;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 23:10
2589953;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 23:10
2589954;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 23:10
2589955;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 23:10
2589956;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 23:10
2589957;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 23:10
2589958;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 23:10
2589959;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 23:10
2589960;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 23:10
2589961;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 23:10
2589962;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 23:10
2589963;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 23:10
2589964;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 23:10
2589965;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 23:10
2589966;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 23:10
2589967;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 23:10
2589968;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 23:10
2589969;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 23:10
2589970;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 23:10
2589971;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 23:10
2589972;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 23:10
2589973;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 23:10
2589974;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 23:10
2589975;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 23:10
2589976;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 23:10
2589977;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 23:10
2589978;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 23:10
2589979;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 23:10
2589980;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 23:10
2589981;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 23:10
2589982;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 23:10
2589983;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 23:10
2589984;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 23:10
2589985;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 23:10
2589986;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 23:10
2589987;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 23:10
2651207;2019-01-17 08:40;adult;10207;Blood Test;2019-01-15 23:20
2651208;2019-01-17 08:45;adult;10207;Blood Test;2019-01-15 23:20
2651209;2019-01-17 08:50;adult;10207;Blood Test;2019-01-15 23:20
2651210;2019-01-17 09:10;adult;10207;Blood Test;2019-01-15 23:20
2651211;2019-01-17 09:15;adult;10207;Blood Test;2019-01-15 23:20
2651212;2019-01-17 09:20;adult;10207;Blood Test;2019-01-15 23:20
2651213;2019-01-17 09:40;adult;10207;Blood Test;2019-01-15 23:20
2651214;2019-01-17 09:45;adult;10207;Blood Test;2019-01-15 23:20
2651215;2019-01-17 09:50;adult;10207;Blood Test;2019-01-15 23:20
2651216;2019-01-17 10:15;adult;10207;Blood Test;2019-01-15 23:20
2651217;2019-01-17 10:20;adult;10207;Blood Test;2019-01-15 23:20
2651218;2019-01-17 10:40;adult;10207;Blood Test;2019-01-15 23:20
2651219;2019-01-17 10:45;adult;10207;Blood Test;2019-01-15 23:20
2651220;2019-01-17 10:50;adult;10207;Blood Test;2019-01-15 23:20
2651221;2019-01-17 11:10;adult;10207;Blood Test;2019-01-15 23:20
2651222;2019-01-17 11:15;adult;10207;Blood Test;2019-01-15 23:20
2651223;2019-01-17 11:20;adult;10207;Blood Test;2019-01-15 23:20
2651224;2019-01-17 11:25;adult;10207;Blood Test;2019-01-15 23:20
2651225;2019-01-17 11:40;adult;10207;Blood Test;2019-01-15 23:20
2651226;2019-01-17 11:45;adult;10207;Blood Test;2019-01-15 23:20
2651227;2019-01-17 11:50;adult;10207;Blood Test;2019-01-15 23:20
2651228;2019-01-17 12:00;adult;10207;Blood Test;2019-01-15 23:20
2651229;2019-01-17 12:05;adult;10207;Blood Test;2019-01-15 23:20
2651230;2019-01-17 12:10;adult;10207;Blood Test;2019-01-15 23:20
2651231;2019-01-17 12:15;adult;10207;Blood Test;2019-01-15 23:20
2651232;2019-01-17 12:20;adult;10207;Blood Test;2019-01-15 23:20
2651233;2019-01-17 12:25;adult;10207;Blood Test;2019-01-15 23:20
2651234;2019-01-17 12:30;adult;10207;Blood Test;2019-01-15 23:20
2651235;2019-01-17 12:35;adult;10207;Blood Test;2019-01-15 23:20
2651236;2019-01-17 12:40;adult;10207;Blood Test;2019-01-15 23:20
2651237;2019-01-17 12:45;adult;10207;Blood Test;2019-01-15 23:20
2651238;2019-01-17 12:50;adult;10207;Blood Test;2019-01-15 23:20
2651239;2019-01-17 13:00;adult;10207;Blood Test;2019-01-15 23:20
2651240;2019-01-17 13:05;adult;10207;Blood Test;2019-01-15 23:20
2651241;2019-01-17 13:10;adult;10207;Blood Test;2019-01-15 23:20
2651242;2019-01-17 13:15;adult;10207;Blood Test;2019-01-15 23:20
2651243;2019-01-17 13:20;adult;10207;Blood Test;2019-01-15 23:20
2651244;2019-01-17 13:25;adult;10207;Blood Test;2019-01-15 23:20
2651245;2019-01-17 13:30;adult;10207;Blood Test;2019-01-15 23:20
2651246;2019-01-17 13:35;adult;10207;Blood Test;2019-01-15 23:20
2651247;2019-01-17 13:40;adult;10207;Blood Test;2019-01-15 23:20
2651248;2019-01-17 13:45;adult;10207;Blood Test;2019-01-15 23:20
2651249;2019-01-17 13:50;adult;10207;Blood Test;2019-01-15 23:20
2651250;2019-01-17 14:05;adult;10207;Blood Test;2019-01-15 23:20
2651251;2019-01-17 14:10;adult;10207;Blood Test;2019-01-15 23:20
2651252;2019-01-17 14:15;adult;10207;Blood Test;2019-01-15 23:20
2651253;2019-01-17 14:20;adult;10207;Blood Test;2019-01-15 23:20
2651254;2019-01-17 14:25;adult;10207;Blood Test;2019-01-15 23:20
2651255;2019-01-17 14:30;adult;10207;Blood Test;2019-01-15 23:20
2651256;2019-01-17 14:35;adult;10207;Blood Test;2019-01-15 23:20
2651257;2019-01-17 14:40;adult;10207;Blood Test;2019-01-15 23:20
2651258;2019-01-17 14:45;adult;10207;Blood Test;2019-01-15 23:20
2651259;2019-01-17 14:50;adult;10207;Blood Test;2019-01-15 23:20
2651260;2019-01-17 15:10;adult;10207;Blood Test;2019-01-15 23:20
2651261;2019-01-17 15:15;adult;10207;Blood Test;2019-01-15 23:20
2651262;2019-01-17 15:20;adult;10207;Blood Test;2019-01-15 23:20
2651263;2019-01-17 15:25;adult;10207;Blood Test;2019-01-15 23:20
2651264;2019-01-17 15:40;adult;10207;Blood Test;2019-01-15 23:20
2651265;2019-01-17 15:45;adult;10207;Blood Test;2019-01-15 23:20
2651266;2019-01-17 15:50;adult;10207;Blood Test;2019-01-15 23:20
2651267;2019-01-17 16:10;adult;10207;Blood Test;2019-01-15 23:20
2651268;2019-01-17 16:15;adult;10207;Blood Test;2019-01-15 23:20
2651269;2019-01-17 16:20;adult;10207;Blood Test;2019-01-15 23:20
2651270;2019-01-17 16:25;adult;10207;Blood Test;2019-01-15 23:20
2651271;2019-01-17 16:30;adult;10207;Blood Test;2019-01-15 23:20
2651272;2019-01-17 16:35;adult;10207;Blood Test;2019-01-15 23:20
2651273;2019-01-17 16:40;adult;10207;Blood Test;2019-01-15 23:20
2702978;2019-01-17 08:40;adult;10207;Blood Test;2019-01-16 00:00
2702979;2019-01-17 08:45;adult;10207;Blood Test;2019-01-16 00:00
2702980;2019-01-17 08:50;adult;10207;Blood Test;2019-01-16 00:00
2702981;2019-01-17 09:10;adult;10207;Blood Test;2019-01-16 00:00
2702982;2019-01-17 09:15;adult;10207;Blood Test;2019-01-16 00:00
2702983;2019-01-17 09:20;adult;10207;Blood Test;2019-01-16 00:00
2702984;2019-01-17 09:40;adult;10207;Blood Test;2019-01-16 00:00
2702985;2019-01-17 09:45;adult;10207;Blood Test;2019-01-16 00:00
2702986;2019-01-17 09:50;adult;10207;Blood Test;2019-01-16 00:00
2702987;2019-01-17 10:15;adult;10207;Blood Test;2019-01-16 00:00
2702988;2019-01-17 10:20;adult;10207;Blood Test;2019-01-16 00:00
2702989;2019-01-17 10:40;adult;10207;Blood Test;2019-01-16 00:00
2702990;2019-01-17 10:45;adult;10207;Blood Test;2019-01-16 00:00
2702991;2019-01-17 10:50;adult;10207;Blood Test;2019-01-16 00:00
2702992;2019-01-17 11:10;adult;10207;Blood Test;2019-01-16 00:00
2702993;2019-01-17 11:15;adult;10207;Blood Test;2019-01-16 00:00
2702994;2019-01-17 11:20;adult;10207;Blood Test;2019-01-16 00:00
2702995;2019-01-17 11:25;adult;10207;Blood Test;2019-01-16 00:00
2702996;2019-01-17 11:40;adult;10207;Blood Test;2019-01-16 00:00
2702997;2019-01-17 11:45;adult;10207;Blood Test;2019-01-16 00:00
2702998;2019-01-17 11:50;adult;10207;Blood Test;2019-01-16 00:00
2702999;2019-01-17 12:00;adult;10207;Blood Test;2019-01-16 00:00
2703000;2019-01-17 12:05;adult;10207;Blood Test;2019-01-16 00:00
2703001;2019-01-17 12:10;adult;10207;Blood Test;2019-01-16 00:00
2703002;2019-01-17 12:15;adult;10207;Blood Test;2019-01-16 00:00
2703003;2019-01-17 12:20;adult;10207;Blood Test;2019-01-16 00:00
2703004;2019-01-17 12:25;adult;10207;Blood Test;2019-01-16 00:00
2703005;2019-01-17 12:30;adult;10207;Blood Test;2019-01-16 00:00
2703006;2019-01-17 12:35;adult;10207;Blood Test;2019-01-16 00:00
2703007;2019-01-17 12:40;adult;10207;Blood Test;2019-01-16 00:00
2703008;2019-01-17 12:45;adult;10207;Blood Test;2019-01-16 00:00
2703009;2019-01-17 12:50;adult;10207;Blood Test;2019-01-16 00:00
2703010;2019-01-17 13:00;adult;10207;Blood Test;2019-01-16 00:00
2703011;2019-01-17 13:05;adult;10207;Blood Test;2019-01-16 00:00
2703012;2019-01-17 13:10;adult;10207;Blood Test;2019-01-16 00:00
2703013;2019-01-17 13:15;adult;10207;Blood Test;2019-01-16 00:00
2703014;2019-01-17 13:20;adult;10207;Blood Test;2019-01-16 00:00
2703015;2019-01-17 13:25;adult;10207;Blood Test;2019-01-16 00:00
2703016;2019-01-17 13:30;adult;10207;Blood Test;2019-01-16 00:00
2703017;2019-01-17 13:35;adult;10207;Blood Test;2019-01-16 00:00
2703018;2019-01-17 13:40;adult;10207;Blood Test;2019-01-16 00:00
2703019;2019-01-17 13:45;adult;10207;Blood Test;2019-01-16 00:00
2703020;2019-01-17 13:50;adult;10207;Blood Test;2019-01-16 00:00
2703021;2019-01-17 14:05;adult;10207;Blood Test;2019-01-16 00:00
2703022;2019-01-17 14:10;adult;10207;Blood Test;2019-01-16 00:00
2703023;2019-01-17 14:15;adult;10207;Blood Test;2019-01-16 00:00
2703024;2019-01-17 14:20;adult;10207;Blood Test;2019-01-16 00:00
2703025;2019-01-17 14:25;adult;10207;Blood Test;2019-01-16 00:00
2703026;2019-01-17 14:30;adult;10207;Blood Test;2019-01-16 00:00
2703027;2019-01-17 14:35;adult;10207;Blood Test;2019-01-16 00:00
2703028;2019-01-17 14:40;adult;10207;Blood Test;2019-01-16 00:00
2703029;2019-01-17 14:45;adult;10207;Blood Test;2019-01-16 00:00
2703030;2019-01-17 14:50;adult;10207;Blood Test;2019-01-16 00:00
2703031;2019-01-17 15:10;adult;10207;Blood Test;2019-01-16 00:00
2703032;2019-01-17 15:15;adult;10207;Blood Test;2019-01-16 00:00
2703033;2019-01-17 15:20;adult;10207;Blood Test;2019-01-16 00:00
2703034;2019-01-17 15:25;adult;10207;Blood Test;2019-01-16 00:00
2703035;2019-01-17 15:40;adult;10207;Blood Test;2019-01-16 00:00
2703036;2019-01-17 15:45;adult;10207;Blood Test;2019-01-16 00:00
2703037;2019-01-17 15:50;adult;10207;Blood Test;2019-01-16 00:00
2703038;2019-01-17 16:10;adult;10207;Blood Test;2019-01-16 00:00
2703039;2019-01-17 16:15;adult;10207;Blood Test;2019-01-16 00:00
2703040;2019-01-17 16:20;adult;10207;Blood Test;2019-01-16 00:00
2703041;2019-01-17 16:25;adult;10207;Blood Test;2019-01-16 00:00
2703042;2019-01-17 16:30;adult;10207;Blood Test;2019-01-16 00:00
2703043;2019-01-17 16:35;adult;10207;Blood Test;2019-01-16 00:00
2703044;2019-01-17 16:40;adult;10207;Blood Test;2019-01-16 00:00
2757178;2019-01-17 08:40;adult;10207;Blood Test;2019-01-16 00:10
2757179;2019-01-17 08:45;adult;10207;Blood Test;2019-01-16 00:10
2757180;2019-01-17 08:50;adult;10207;Blood Test;2019-01-16 00:10
2757181;2019-01-17 09:10;adult;10207;Blood Test;2019-01-16 00:10
2757182;2019-01-17 09:15;adult;10207;Blood Test;2019-01-16 00:10
2757183;2019-01-17 09:20;adult;10207;Blood Test;2019-01-16 00:10
2757184;2019-01-17 09:40;adult;10207;Blood Test;2019-01-16 00:10
2757185;2019-01-17 09:45;adult;10207;Blood Test;2019-01-16 00:10
2757186;2019-01-17 09:50;adult;10207;Blood Test;2019-01-16 00:10
2757187;2019-01-17 10:15;adult;10207;Blood Test;2019-01-16 00:10
2757188;2019-01-17 10:20;adult;10207;Blood Test;2019-01-16 00:10
2757189;2019-01-17 10:40;adult;10207;Blood Test;2019-01-16 00:10
2757190;2019-01-17 10:45;adult;10207;Blood Test;2019-01-16 00:10
2757191;2019-01-17 10:50;adult;10207;Blood Test;2019-01-16 00:10
2757192;2019-01-17 11:10;adult;10207;Blood Test;2019-01-16 00:10
2757193;2019-01-17 11:15;adult;10207;Blood Test;2019-01-16 00:10
2757194;2019-01-17 11:20;adult;10207;Blood Test;2019-01-16 00:10
2757195;2019-01-17 11:25;adult;10207;Blood Test;2019-01-16 00:10
2757196;2019-01-17 11:40;adult;10207;Blood Test;2019-01-16 00:10
2757197;2019-01-17 11:45;adult;10207;Blood Test;2019-01-16 00:10
2757198;2019-01-17 11:50;adult;10207;Blood Test;2019-01-16 00:10
2757199;2019-01-17 12:00;adult;10207;Blood Test;2019-01-16 00:10
2757200;2019-01-17 12:05;adult;10207;Blood Test;2019-01-16 00:10
2757201;2019-01-17 12:10;adult;10207;Blood Test;2019-01-16 00:10
2757202;2019-01-17 12:15;adult;10207;Blood Test;2019-01-16 00:10
2757203;2019-01-17 12:20;adult;10207;Blood Test;2019-01-16 00:10
2757204;2019-01-17 12:25;adult;10207;Blood Test;2019-01-16 00:10
2757205;2019-01-17 12:30;adult;10207;Blood Test;2019-01-16 00:10
2757206;2019-01-17 12:35;adult;10207;Blood Test;2019-01-16 00:10
2757207;2019-01-17 12:40;adult;10207;Blood Test;2019-01-16 00:10
2757208;2019-01-17 12:45;adult;10207;Blood Test;2019-01-16 00:10
2757209;2019-01-17 12:50;adult;10207;Blood Test;2019-01-16 00:10
2757210;2019-01-17 13:00;adult;10207;Blood Test;2019-01-16 00:10
2757211;2019-01-17 13:05;adult;10207;Blood Test;2019-01-16 00:10
2757212;2019-01-17 13:10;adult;10207;Blood Test;2019-01-16 00:10
2757213;2019-01-17 13:15;adult;10207;Blood Test;2019-01-16 00:10
2757214;2019-01-17 13:20;adult;10207;Blood Test;2019-01-16 00:10
2757215;2019-01-17 13:25;adult;10207;Blood Test;2019-01-16 00:10
2757216;2019-01-17 13:30;adult;10207;Blood Test;2019-01-16 00:10
2757217;2019-01-17 13:35;adult;10207;Blood Test;2019-01-16 00:10
2757218;2019-01-17 13:40;adult;10207;Blood Test;2019-01-16 00:10
2757219;2019-01-17 13:45;adult;10207;Blood Test;2019-01-16 00:10
2757220;2019-01-17 13:50;adult;10207;Blood Test;2019-01-16 00:10
2757221;2019-01-17 14:05;adult;10207;Blood Test;2019-01-16 00:10
2757222;2019-01-17 14:10;adult;10207;Blood Test;2019-01-16 00:10
2757223;2019-01-17 14:15;adult;10207;Blood Test;2019-01-16 00:10
2757224;2019-01-17 14:20;adult;10207;Blood Test;2019-01-16 00:10
2757225;2019-01-17 14:25;adult;10207;Blood Test;2019-01-16 00:10
2757226;2019-01-17 14:30;adult;10207;Blood Test;2019-01-16 00:10
2757227;2019-01-17 14:35;adult;10207;Blood Test;2019-01-16 00:10
2757228;2019-01-17 14:40;adult;10207;Blood Test;2019-01-16 00:10
2757229;2019-01-17 14:45;adult;10207;Blood Test;2019-01-16 00:10
2757230;2019-01-17 14:50;adult;10207;Blood Test;2019-01-16 00:10
2757231;2019-01-17 15:10;adult;10207;Blood Test;2019-01-16 00:10
2757232;2019-01-17 15:15;adult;10207;Blood Test;2019-01-16 00:10
2757233;2019-01-17 15:20;adult;10207;Blood Test;2019-01-16 00:10
2757234;2019-01-17 15:25;adult;10207;Blood Test;2019-01-16 00:10
2757235;2019-01-17 15:40;adult;10207;Blood Test;2019-01-16 00:10
2757236;2019-01-17 15:45;adult;10207;Blood Test;2019-01-16 00:10
2757237;2019-01-17 15:50;adult;10207;Blood Test;2019-01-16 00:10
2757238;2019-01-17 16:10;adult;10207;Blood Test;2019-01-16 00:10
2757239;2019-01-17 16:15;adult;10207;Blood Test;2019-01-16 00:10
2757240;2019-01-17 16:20;adult;10207;Blood Test;2019-01-16 00:10
2757241;2019-01-17 16:25;adult;10207;Blood Test;2019-01-16 00:10
2757242;2019-01-17 16:30;adult;10207;Blood Test;2019-01-16 00:10
2757243;2019-01-17 16:35;adult;10207;Blood Test;2019-01-16 00:10
2757244;2019-01-17 16:40;adult;10207;Blood Test;2019-01-16 00:10
2811377;2019-01-17 08:40;adult;10207;Blood Test;2019-01-16 01:00
2811378;2019-01-17 08:45;adult;10207;Blood Test;2019-01-16 01:00
2811379;2019-01-17 08:50;adult;10207;Blood Test;2019-01-16 01:00
2811380;2019-01-17 09:10;adult;10207;Blood Test;2019-01-16 01:00
2811381;2019-01-17 09:15;adult;10207;Blood Test;2019-01-16 01:00
2811382;2019-01-17 09:20;adult;10207;Blood Test;2019-01-16 01:00
2811383;2019-01-17 09:40;adult;10207;Blood Test;2019-01-16 01:00
2811384;2019-01-17 09:45;adult;10207;Blood Test;2019-01-16 01:00
2811385;2019-01-17 09:50;adult;10207;Blood Test;2019-01-16 01:00
2811386;2019-01-17 10:15;adult;10207;Blood Test;2019-01-16 01:00
2811387;2019-01-17 10:20;adult;10207;Blood Test;2019-01-16 01:00
2811388;2019-01-17 10:40;adult;10207;Blood Test;2019-01-16 01:00
2811389;2019-01-17 10:45;adult;10207;Blood Test;2019-01-16 01:00
2811390;2019-01-17 10:50;adult;10207;Blood Test;2019-01-16 01:00
2811391;2019-01-17 11:10;adult;10207;Blood Test;2019-01-16 01:00
2811392;2019-01-17 11:15;adult;10207;Blood Test;2019-01-16 01:00
2811393;2019-01-17 11:20;adult;10207;Blood Test;2019-01-16 01:00
2811394;2019-01-17 11:25;adult;10207;Blood Test;2019-01-16 01:00
2811395;2019-01-17 11:40;adult;10207;Blood Test;2019-01-16 01:00
2811396;2019-01-17 11:45;adult;10207;Blood Test;2019-01-16 01:00
2811397;2019-01-17 11:50;adult;10207;Blood Test;2019-01-16 01:00
2811398;2019-01-17 12:00;adult;10207;Blood Test;2019-01-16 01:00
2811399;2019-01-17 12:05;adult;10207;Blood Test;2019-01-16 01:00
2811400;2019-01-17 12:10;adult;10207;Blood Test;2019-01-16 01:00
2811401;2019-01-17 12:15;adult;10207;Blood Test;2019-01-16 01:00
2811402;2019-01-17 12:20;adult;10207;Blood Test;2019-01-16 01:00
2811403;2019-01-17 12:25;adult;10207;Blood Test;2019-01-16 01:00
2811404;2019-01-17 12:30;adult;10207;Blood Test;2019-01-16 01:00
2811405;2019-01-17 12:35;adult;10207;Blood Test;2019-01-16 01:00
2811406;2019-01-17 12:40;adult;10207;Blood Test;2019-01-16 01:00
2811407;2019-01-17 12:45;adult;10207;Blood Test;2019-01-16 01:00
2811408;2019-01-17 12:50;adult;10207;Blood Test;2019-01-16 01:00
2811409;2019-01-17 13:00;adult;10207;Blood Test;2019-01-16 01:00
2811410;2019-01-17 13:05;adult;10207;Blood Test;2019-01-16 01:00
2811411;2019-01-17 13:10;adult;10207;Blood Test;2019-01-16 01:00
2811412;2019-01-17 13:15;adult;10207;Blood Test;2019-01-16 01:00
2811413;2019-01-17 13:20;adult;10207;Blood Test;2019-01-16 01:00
2811414;2019-01-17 13:25;adult;10207;Blood Test;2019-01-16 01:00
2811415;2019-01-17 13:30;adult;10207;Blood Test;2019-01-16 01:00
2811416;2019-01-17 13:35;adult;10207;Blood Test;2019-01-16 01:00
2811417;2019-01-17 13:40;adult;10207;Blood Test;2019-01-16 01:00
2811418;2019-01-17 13:45;adult;10207;Blood Test;2019-01-16 01:00
2811419;2019-01-17 13:50;adult;10207;Blood Test;2019-01-16 01:00
2811420;2019-01-17 14:05;adult;10207;Blood Test;2019-01-16 01:00
2811421;2019-01-17 14:10;adult;10207;Blood Test;2019-01-16 01:00
2811422;2019-01-17 14:15;adult;10207;Blood Test;2019-01-16 01:00
2811423;2019-01-17 14:20;adult;10207;Blood Test;2019-01-16 01:00
2811424;2019-01-17 14:25;adult;10207;Blood Test;2019-01-16 01:00
2811425;2019-01-17 14:30;adult;10207;Blood Test;2019-01-16 01:00
2811426;2019-01-17 14:35;adult;10207;Blood Test;2019-01-16 01:00
2811427;2019-01-17 14:40;adult;10207;Blood Test;2019-01-16 01:00
2811428;2019-01-17 14:45;adult;10207;Blood Test;2019-01-16 01:00
2811429;2019-01-17 14:50;adult;10207;Blood Test;2019-01-16 01:00
2811430;2019-01-17 15:10;adult;10207;Blood Test;2019-01-16 01:00
2811431;2019-01-17 15:15;adult;10207;Blood Test;2019-01-16 01:00
2811432;2019-01-17 15:20;adult;10207;Blood Test;2019-01-16 01:00
2811433;2019-01-17 15:25;adult;10207;Blood Test;2019-01-16 01:00
2811434;2019-01-17 15:40;adult;10207;Blood Test;2019-01-16 01:00
2811435;2019-01-17 15:45;adult;10207;Blood Test;2019-01-16 01:00
2811436;2019-01-17 15:50;adult;10207;Blood Test;2019-01-16 01:00
2811437;2019-01-17 16:10;adult;10207;Blood Test;2019-01-16 01:00
2811438;2019-01-17 16:15;adult;10207;Blood Test;2019-01-16 01:00
2811439;2019-01-17 16:20;adult;10207;Blood Test;2019-01-16 01:00
2811440;2019-01-17 16:25;adult;10207;Blood Test;2019-01-16 01:00
2811441;2019-01-17 16:30;adult;10207;Blood Test;2019-01-16 01:00
2811442;2019-01-17 16:35;adult;10207;Blood Test;2019-01-16 01:00
2811443;2019-01-17 16:40;adult;10207;Blood Test;2019-01-16 01:00
2865576;2019-01-17 08:40;adult;10207;Blood Test;2019-01-16 01:10
2865577;2019-01-17 08:45;adult;10207;Blood Test;2019-01-16 01:10
2865578;2019-01-17 08:50;adult;10207;Blood Test;2019-01-16 01:10
2865579;2019-01-17 09:10;adult;10207;Blood Test;2019-01-16 01:10
2865580;2019-01-17 09:15;adult;10207;Blood Test;2019-01-16 01:10
2865581;2019-01-17 09:20;adult;10207;Blood Test;2019-01-16 01:10
2865582;2019-01-17 09:40;adult;10207;Blood Test;2019-01-16 01:10
2865583;2019-01-17 09:45;adult;10207;Blood Test;2019-01-16 01:10
2865584;2019-01-17 09:50;adult;10207;Blood Test;2019-01-16 01:10
2865585;2019-01-17 10:15;adult;10207;Blood Test;2019-01-16 01:10
2865586;2019-01-17 10:20;adult;10207;Blood Test;2019-01-16 01:10
2865587;2019-01-17 10:40;adult;10207;Blood Test;2019-01-16 01:10
2865588;2019-01-17 10:45;adult;10207;Blood Test;2019-01-16 01:10
2865589;2019-01-17 10:50;adult;10207;Blood Test;2019-01-16 01:10
2865590;2019-01-17 11:10;adult;10207;Blood Test;2019-01-16 01:10
2865591;2019-01-17 11:15;adult;10207;Blood Test;2019-01-16 01:10
2865592;2019-01-17 11:20;adult;10207;Blood Test;2019-01-16 01:10
2865593;2019-01-17 11:25;adult;10207;Blood Test;2019-01-16 01:10
2865594;2019-01-17 11:40;adult;10207;Blood Test;2019-01-16 01:10
2865595;2019-01-17 11:45;adult;10207;Blood Test;2019-01-16 01:10
2865596;2019-01-17 11:50;adult;10207;Blood Test;2019-01-16 01:10
2865597;2019-01-17 12:00;adult;10207;Blood Test;2019-01-16 01:10
2865598;2019-01-17 12:05;adult;10207;Blood Test;2019-01-16 01:10
2865599;2019-01-17 12:10;adult;10207;Blood Test;2019-01-16 01:10
2865600;2019-01-17 12:15;adult;10207;Blood Test;2019-01-16 01:10
2865601;2019-01-17 12:20;adult;10207;Blood Test;2019-01-16 01:10
2865602;2019-01-17 12:25;adult;10207;Blood Test;2019-01-16 01:10
2865603;2019-01-17 12:30;adult;10207;Blood Test;2019-01-16 01:10
2865604;2019-01-17 12:35;adult;10207;Blood Test;2019-01-16 01:10
2865605;2019-01-17 12:40;adult;10207;Blood Test;2019-01-16 01:10
2865606;2019-01-17 12:45;adult;10207;Blood Test;2019-01-16 01:10
2865607;2019-01-17 12:50;adult;10207;Blood Test;2019-01-16 01:10
